,VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore,Year,ManufacturerAndVehicleType
0,31,2008-09,Light Goods Vehicle,Volkswagen,55,2008,Light Goods Vehicle Volkswagen
1,31,2009-10,Light Goods Vehicle,Volkswagen,80,2009,Light Goods Vehicle Volkswagen
2,95,2005-06,Heavy Goods Vehicle,DAF,50,2005,Heavy Goods Vehicle DAF
3,111,2002-03,Light Goods Vehicle,Iveco,65,2002,Light Goods Vehicle Iveco
4,112,2004-05,Personnel Vehicle,Renault,100,2004,Personnel Vehicle Renault
5,113,2002-03,Heavy Goods Vehicle,Iveco,5,2002,Heavy Goods Vehicle Iveco
6,113,2006-07,Heavy Goods Vehicle,Iveco,30,2006,Heavy Goods Vehicle Iveco
7,115,2005-06,Heavy Goods Vehicle,DAF,70,2005,Heavy Goods Vehicle DAF
8,116,2002-03,Heavy Goods Vehicle,DAF,30,2002,Heavy Goods Vehicle DAF
9,116,2008-09,Heavy Goods Vehicle,DAF,65,2008,Heavy Goods Vehicle DAF
10,118,2007-08,Light Goods Vehicle,Ford,40,2007,Light Goods Vehicle Ford
11,119,2000-01,Personnel Vehicle,Ford,55,2000,Personnel Vehicle Ford
12,120,2001-02,Heavy Goods Vehicle,DAF,60,2001,Heavy Goods Vehicle DAF
13,120,2003-04,Heavy Goods Vehicle,DAF,30,2003,Heavy Goods Vehicle DAF
14,120,2009-10,Heavy Goods Vehicle,DAF,15,2009,Heavy Goods Vehicle DAF
15,120,2011-12,Heavy Goods Vehicle,DAF,30,2011,Heavy Goods Vehicle DAF
16,124,2000-01,Heavy Goods Vehicle,MAN,10,2000,Heavy Goods Vehicle MAN
17,124,2007-08,Heavy Goods Vehicle,MAN,5,2007,Heavy Goods Vehicle MAN
18,124,2011-12,Heavy Goods Vehicle,MAN,5,2011,Heavy Goods Vehicle MAN
19,125,2004-05,Light Goods Vehicle,MAN,65,2004,Light Goods Vehicle MAN
20,127,2007-08,Personnel Vehicle,MAN,70,2007,Personnel Vehicle MAN
21,128,2007-08,Light Goods Vehicle,Iveco,65,2007,Light Goods Vehicle Iveco
22,129,2001-02,Light Goods Vehicle,Iveco,70,2001,Light Goods Vehicle Iveco
23,129,2007-08,Light Goods Vehicle,Iveco,50,2007,Light Goods Vehicle Iveco
24,130,2004-05,Heavy Goods Vehicle,Renault,30,2004,Heavy Goods Vehicle Renault
25,130,2010-11,Heavy Goods Vehicle,Renault,30,2010,Heavy Goods Vehicle Renault
26,131,2003-04,Personnel Vehicle,Renault,80,2003,Personnel Vehicle Renault
27,132,2005-06,Light Goods Vehicle,Renault,50,2005,Light Goods Vehicle Renault
28,134,2006-07,Light Goods Vehicle,Renault,50,2006,Light Goods Vehicle Renault
29,136,2005-06,Heavy Goods Vehicle,DAF,65,2005,Heavy Goods Vehicle DAF
30,136,2011-12,Heavy Goods Vehicle,DAF,50,2011,Heavy Goods Vehicle DAF
31,137,2003-04,Light Goods Vehicle,DAF,50,2003,Light Goods Vehicle DAF
32,137,2010-11,Light Goods Vehicle,DAF,65,2010,Light Goods Vehicle DAF
33,139,2008-09,Personnel Vehicle,Ford,85,2008,Personnel Vehicle Ford
34,142,2001-02,Light Goods Vehicle,Renault,20,2001,Light Goods Vehicle Renault
35,142,2006-07,Light Goods Vehicle,Renault,20,2006,Light Goods Vehicle Renault
36,144,2002-03,Heavy Goods Vehicle,Iveco,10,2002,Heavy Goods Vehicle Iveco
37,146,2003-04,Heavy Goods Vehicle,Volkswagen,70,2003,Heavy Goods Vehicle Volkswagen
38,146,2011-12,Heavy Goods Vehicle,Volkswagen,50,2011,Heavy Goods Vehicle Volkswagen
39,147,2004-05,Light Goods Vehicle,Iveco,55,2004,Light Goods Vehicle Iveco
40,148,2002-03,Light Goods Vehicle,Renault,40,2002,Light Goods Vehicle Renault
41,148,2010-11,Light Goods Vehicle,Renault,50,2010,Light Goods Vehicle Renault
42,149,2011-12,Light Goods Vehicle,Renault,50,2011,Light Goods Vehicle Renault
43,151,2005-06,Light Goods Vehicle,DAF,55,2005,Light Goods Vehicle DAF
44,156,2008-09,Light Goods Vehicle,Ford,70,2008,Light Goods Vehicle Ford
45,159,2005-06,Light Goods Vehicle,Iveco,20,2005,Light Goods Vehicle Iveco
46,160,2002-03,Light Goods Vehicle,Iveco,50,2002,Light Goods Vehicle Iveco
47,160,2006-07,Light Goods Vehicle,Iveco,20,2006,Light Goods Vehicle Iveco
48,161,2007-08,Heavy Goods Vehicle,MAN,65,2007,Heavy Goods Vehicle MAN
49,163,2001-02,Light Goods Vehicle,Iveco,68,2001,Light Goods Vehicle Iveco
50,165,2007-08,Heavy Goods Vehicle,Volkswagen,40,2007,Heavy Goods Vehicle Volkswagen
51,167,2001-02,Light Goods Vehicle,Iveco,70,2001,Light Goods Vehicle Iveco
52,167,2007-08,Light Goods Vehicle,Iveco,65,2007,Light Goods Vehicle Iveco
53,168,2004-05,Light Goods Vehicle,Renault,20,2004,Light Goods Vehicle Renault
54,172,2005-06,Light Goods Vehicle,Renault,10,2005,Light Goods Vehicle Renault
55,172,2010-11,Light Goods Vehicle,Renault,30,2010,Light Goods Vehicle Renault
56,173,2005-06,Light Goods Vehicle,Renault,55,2005,Light Goods Vehicle Renault
57,174,2000-01,Light Goods Vehicle,Ford,20,2000,Light Goods Vehicle Ford
58,178,2011-12,Heavy Goods Vehicle,Renault,90,2011,Heavy Goods Vehicle Renault
59,187,2003-04,Light Goods Vehicle,DAF,50,2003,Light Goods Vehicle DAF
60,187,2004-05,Light Goods Vehicle,DAF,70,2004,Light Goods Vehicle DAF
61,187,2005-06,Light Goods Vehicle,DAF,65,2005,Light Goods Vehicle DAF
62,187,2006-07,Light Goods Vehicle,DAF,70,2006,Light Goods Vehicle DAF
63,187,2008-09,Light Goods Vehicle,DAF,70,2008,Light Goods Vehicle DAF
64,187,2009-10,Light Goods Vehicle,DAF,70,2009,Light Goods Vehicle DAF
65,232,2001-02,Light Goods Vehicle,MAN,10,2001,Light Goods Vehicle MAN
66,232,2003-04,Light Goods Vehicle,MAN,70,2003,Light Goods Vehicle MAN
67,232,2009-10,Light Goods Vehicle,MAN,20,2009,Light Goods Vehicle MAN
68,274,2002-03,Light Goods Vehicle,DAF,40,2002,Light Goods Vehicle DAF
69,274,2004-05,Light Goods Vehicle,DAF,75,2004,Light Goods Vehicle DAF
70,274,2007-08,Light Goods Vehicle,DAF,55,2007,Light Goods Vehicle DAF
71,274,2010-11,Light Goods Vehicle,DAF,70,2010,Light Goods Vehicle DAF
72,280,2005-06,Light Goods Vehicle,DAF,40,2005,Light Goods Vehicle DAF
73,290,2003-04,Personnel Vehicle,Iveco,80,2003,Personnel Vehicle Iveco
74,291,2004-05,Personnel Vehicle,Renault,75,2004,Personnel Vehicle Renault
75,291,2010-11,Personnel Vehicle,Renault,80,2010,Personnel Vehicle Renault
76,293,2008-09,Heavy Goods Vehicle,Iveco,10,2008,Heavy Goods Vehicle Iveco
77,298,2001-02,Personnel Vehicle,Renault,70,2001,Personnel Vehicle Renault
78,299,2007-08,Light Goods Vehicle,Ford,70,2007,Light Goods Vehicle Ford
79,300,2006-07,Heavy Goods Vehicle,Ford,50,2006,Heavy Goods Vehicle Ford
80,303,2007-08,Light Goods Vehicle,Ford,20,2007,Light Goods Vehicle Ford
81,304,2004-05,Heavy Goods Vehicle,Ford,60,2004,Heavy Goods Vehicle Ford
82,305,2001-02,Light Goods Vehicle,Iveco,48,2001,Light Goods Vehicle Iveco
83,306,2004-05,Heavy Goods Vehicle,MAN,15,2004,Heavy Goods Vehicle MAN
84,306,2010-11,Heavy Goods Vehicle,MAN,15,2010,Heavy Goods Vehicle MAN
85,310,2003-04,Heavy Goods Vehicle,Renault,10,2003,Heavy Goods Vehicle Renault
86,311,2005-06,Heavy Goods Vehicle,MAN,30,2005,Heavy Goods Vehicle MAN
87,312,2001-02,Light Goods Vehicle,MAN,60,2001,Light Goods Vehicle MAN
88,312,2008-09,Light Goods Vehicle,MAN,65,2008,Light Goods Vehicle MAN
89,317,2006-07,Light Goods Vehicle,Renault,20,2006,Light Goods Vehicle Renault
90,319,2005-06,Light Goods Vehicle,Renault,65,2005,Light Goods Vehicle Renault
91,319,2011-12,Light Goods Vehicle,Renault,30,2011,Light Goods Vehicle Renault
92,323,2006-07,Light Goods Vehicle,Ford,60,2006,Light Goods Vehicle Ford
93,325,2006-07,Light Goods Vehicle,MAN,30,2006,Light Goods Vehicle MAN
94,329,2004-05,Light Goods Vehicle,Iveco,48,2004,Light Goods Vehicle Iveco
95,331,2009-10,Light Goods Vehicle,Renault,0,2009,Light Goods Vehicle Renault
96,333,2003-04,Personnel Vehicle,Volkswagen,60,2003,Personnel Vehicle Volkswagen
97,334,2002-03,Light Goods Vehicle,MAN,50,2002,Light Goods Vehicle MAN
98,334,2009-10,Light Goods Vehicle,MAN,65,2009,Light Goods Vehicle MAN
99,336,2005-06,Heavy Goods Vehicle,Iveco,10,2005,Heavy Goods Vehicle Iveco
100,336,2011-12,Heavy Goods Vehicle,Iveco,60,2011,Heavy Goods Vehicle Iveco
101,337,2001-02,Light Goods Vehicle,Iveco,65,2001,Light Goods Vehicle Iveco
102,337,2007-08,Light Goods Vehicle,Iveco,45,2007,Light Goods Vehicle Iveco
103,342,2008-09,Heavy Goods Vehicle,Ford,65,2008,Heavy Goods Vehicle Ford
104,343,2003-04,Heavy Goods Vehicle,DAF,50,2003,Heavy Goods Vehicle DAF
105,343,2009-10,Heavy Goods Vehicle,DAF,10,2009,Heavy Goods Vehicle DAF
106,346,2003-04,Heavy Goods Vehicle,Iveco,30,2003,Heavy Goods Vehicle Iveco
107,349,2004-05,Heavy Goods Vehicle,Iveco,65,2004,Heavy Goods Vehicle Iveco
108,349,2010-11,Heavy Goods Vehicle,Iveco,65,2010,Heavy Goods Vehicle Iveco
109,350,2004-05,Personnel Vehicle,Iveco,70,2004,Personnel Vehicle Iveco
110,350,2011-12,Personnel Vehicle,Iveco,70,2011,Personnel Vehicle Iveco
111,354,2002-03,Light Goods Vehicle,Iveco,20,2002,Light Goods Vehicle Iveco
112,355,2002-03,Light Goods Vehicle,MAN,55,2002,Light Goods Vehicle MAN
113,356,2004-05,Light Goods Vehicle,MAN,48,2004,Light Goods Vehicle MAN
114,357,2005-06,Personnel Vehicle,Volkswagen,50,2005,Personnel Vehicle Volkswagen
115,358,2001-02,Light Goods Vehicle,Iveco,20,2001,Light Goods Vehicle Iveco
116,358,2004-05,Light Goods Vehicle,Iveco,20,2004,Light Goods Vehicle Iveco
117,360,2001-02,Light Goods Vehicle,Iveco,55,2001,Light Goods Vehicle Iveco
118,360,2007-08,Light Goods Vehicle,Iveco,55,2007,Light Goods Vehicle Iveco
119,361,2004-05,Light Goods Vehicle,Renault,70,2004,Light Goods Vehicle Renault
120,361,2010-11,Light Goods Vehicle,Renault,70,2010,Light Goods Vehicle Renault
121,363,2006-07,Personnel Vehicle,Renault,70,2006,Personnel Vehicle Renault
122,366,2004-05,Heavy Goods Vehicle,DAF,10,2004,Heavy Goods Vehicle DAF
123,366,2009-10,Heavy Goods Vehicle,DAF,30,2009,Heavy Goods Vehicle DAF
124,374,2002-03,Heavy Goods Vehicle,Volkswagen,70,2002,Heavy Goods Vehicle Volkswagen
125,374,2010-11,Heavy Goods Vehicle,Volkswagen,50,2010,Heavy Goods Vehicle Volkswagen
126,375,2001-02,Light Goods Vehicle,MAN,45,2001,Light Goods Vehicle MAN
127,378,2006-07,Light Goods Vehicle,MAN,65,2006,Light Goods Vehicle MAN
128,380,2004-05,Heavy Goods Vehicle,Iveco,50,2004,Heavy Goods Vehicle Iveco
129,380,2011-12,Heavy Goods Vehicle,Iveco,50,2011,Heavy Goods Vehicle Iveco
130,381,2003-04,Light Goods Vehicle,MAN,70,2003,Light Goods Vehicle MAN
131,381,2009-10,Light Goods Vehicle,MAN,70,2009,Light Goods Vehicle MAN
132,382,2006-07,Light Goods Vehicle,Iveco,50,2006,Light Goods Vehicle Iveco
133,383,2001-02,Heavy Goods Vehicle,Renault,15,2001,Heavy Goods Vehicle Renault
134,383,2010-11,Heavy Goods Vehicle,Renault,10,2010,Heavy Goods Vehicle Renault
135,384,2006-07,Heavy Goods Vehicle,Iveco,50,2006,Heavy Goods Vehicle Iveco
136,384,2011-12,Heavy Goods Vehicle,Iveco,75,2011,Heavy Goods Vehicle Iveco
137,385,2005-06,Light Goods Vehicle,Volkswagen,35,2005,Light Goods Vehicle Volkswagen
138,389,2004-05,Heavy Goods Vehicle,DAF,50,2004,Heavy Goods Vehicle DAF
139,390,2003-04,Heavy Goods Vehicle,DAF,60,2003,Heavy Goods Vehicle DAF
140,390,2011-12,Heavy Goods Vehicle,DAF,30,2011,Heavy Goods Vehicle DAF
141,392,2007-08,Light Goods Vehicle,MAN,55,2007,Light Goods Vehicle MAN
142,393,2008-09,Heavy Goods Vehicle,MAN,35,2008,Heavy Goods Vehicle MAN
143,394,2002-03,Light Goods Vehicle,Iveco,35,2002,Light Goods Vehicle Iveco
144,394,2006-07,Light Goods Vehicle,Iveco,35,2006,Light Goods Vehicle Iveco
145,395,2007-08,Light Goods Vehicle,MAN,70,2007,Light Goods Vehicle MAN
146,396,2002-03,Personnel Vehicle,Renault,85,2002,Personnel Vehicle Renault
147,396,2009-10,Personnel Vehicle,Renault,85,2009,Personnel Vehicle Renault
148,399,2003-04,Heavy Goods Vehicle,Volkswagen,70,2003,Heavy Goods Vehicle Volkswagen
149,399,2010-11,Heavy Goods Vehicle,Volkswagen,50,2010,Heavy Goods Vehicle Volkswagen
150,400,2000-01,Light Goods Vehicle,Volkswagen,65,2000,Light Goods Vehicle Volkswagen
151,400,2007-08,Light Goods Vehicle,Volkswagen,50,2007,Light Goods Vehicle Volkswagen
152,402,2001-02,Light Goods Vehicle,Iveco,50,2001,Light Goods Vehicle Iveco
153,404,2005-06,Light Goods Vehicle,DAF,60,2005,Light Goods Vehicle DAF
154,404,2011-12,Light Goods Vehicle,DAF,60,2011,Light Goods Vehicle DAF
155,411,2001-02,Light Goods Vehicle,Renault,20,2001,Light Goods Vehicle Renault
156,411,2006-07,Light Goods Vehicle,Renault,40,2006,Light Goods Vehicle Renault
157,414,2003-04,Heavy Goods Vehicle,Iveco,15,2003,Heavy Goods Vehicle Iveco
158,414,2007-08,Heavy Goods Vehicle,Iveco,30,2007,Heavy Goods Vehicle Iveco
159,415,2002-03,Heavy Goods Vehicle,MAN,75,2002,Heavy Goods Vehicle MAN
160,415,2010-11,Heavy Goods Vehicle,MAN,30,2010,Heavy Goods Vehicle MAN
161,417,2010-11,Heavy Goods Vehicle,Iveco,30,2010,Heavy Goods Vehicle Iveco
162,419,2004-05,Light Goods Vehicle,Renault,85,2004,Light Goods Vehicle Renault
163,420,2005-06,Light Goods Vehicle,Renault,0,2005,Light Goods Vehicle Renault
164,420,2011-12,Light Goods Vehicle,Renault,0,2011,Light Goods Vehicle Renault
165,421,2005-06,Light Goods Vehicle,Renault,5,2005,Light Goods Vehicle Renault
166,422,2001-02,Light Goods Vehicle,Renault,60,2001,Light Goods Vehicle Renault
167,423,2004-05,Personnel Vehicle,Renault,40,2004,Personnel Vehicle Renault
168,424,2005-06,Heavy Goods Vehicle,DAF,65,2005,Heavy Goods Vehicle DAF
169,426,2009-10,Personnel Vehicle,DAF,100,2009,Personnel Vehicle DAF
170,427,2006-07,Light Goods Vehicle,Ford,55,2006,Light Goods Vehicle Ford
171,432,2004-05,Heavy Goods Vehicle,Renault,15,2004,Heavy Goods Vehicle Renault
172,432,2010-11,Heavy Goods Vehicle,Renault,15,2010,Heavy Goods Vehicle Renault
173,433,2006-07,Light Goods Vehicle,Iveco,20,2006,Light Goods Vehicle Iveco
174,434,2002-03,Heavy Goods Vehicle,MAN,65,2002,Heavy Goods Vehicle MAN
175,434,2010-11,Heavy Goods Vehicle,MAN,30,2010,Heavy Goods Vehicle MAN
176,435,2004-05,Personnel Vehicle,Iveco,60,2004,Personnel Vehicle Iveco
177,435,2010-11,Personnel Vehicle,Iveco,60,2010,Personnel Vehicle Iveco
178,436,2002-03,Personnel Vehicle,MAN,60,2002,Personnel Vehicle MAN
179,438,2005-06,Personnel Vehicle,Iveco,75,2005,Personnel Vehicle Iveco
180,439,2001-02,Heavy Goods Vehicle,Iveco,50,2001,Heavy Goods Vehicle Iveco
181,439,2007-08,Heavy Goods Vehicle,Iveco,40,2007,Heavy Goods Vehicle Iveco
182,446,2011-12,Personnel Vehicle,Renault,75,2011,Personnel Vehicle Renault
183,449,2005-06,Personnel Vehicle,DAF,50,2005,Personnel Vehicle DAF
184,449,2011-12,Personnel Vehicle,DAF,55,2011,Personnel Vehicle DAF
185,451,2010-11,Heavy Goods Vehicle,DAF,50,2010,Heavy Goods Vehicle DAF
186,461,2004-05,Heavy Goods Vehicle,Iveco,60,2004,Heavy Goods Vehicle Iveco
187,461,2011-12,Heavy Goods Vehicle,Iveco,30,2011,Heavy Goods Vehicle Iveco
188,463,2011-12,Heavy Goods Vehicle,Renault,10,2011,Heavy Goods Vehicle Renault
189,464,2007-08,Light Goods Vehicle,Volkswagen,20,2007,Light Goods Vehicle Volkswagen
190,465,2002-03,Heavy Goods Vehicle,Iveco,50,2002,Heavy Goods Vehicle Iveco
191,466,2006-07,Light Goods Vehicle,Iveco,48,2006,Light Goods Vehicle Iveco
192,467,2001-02,Personnel Vehicle,Renault,60,2001,Personnel Vehicle Renault
193,467,2010-11,Personnel Vehicle,Renault,70,2010,Personnel Vehicle Renault
194,469,2005-06,Personnel Vehicle,Renault,60,2005,Personnel Vehicle Renault
195,470,2005-06,Light Goods Vehicle,Renault,80,2005,Light Goods Vehicle Renault
196,470,2011-12,Light Goods Vehicle,Renault,85,2011,Light Goods Vehicle Renault
197,475,2000-01,Personnel Vehicle,Ford,100,2000,Personnel Vehicle Ford
198,478,2003-04,Heavy Goods Vehicle,DAF,40,2003,Heavy Goods Vehicle DAF
199,478,2009-10,Heavy Goods Vehicle,DAF,60,2009,Heavy Goods Vehicle DAF
200,480,2008-09,Light Goods Vehicle,Ford,20,2008,Light Goods Vehicle Ford
201,482,2007-08,Heavy Goods Vehicle,MAN,75,2007,Heavy Goods Vehicle MAN
202,482,2011-12,Heavy Goods Vehicle,MAN,60,2011,Heavy Goods Vehicle MAN
203,484,2001-02,Personnel Vehicle,MAN,100,2001,Personnel Vehicle MAN
204,484,2008-09,Personnel Vehicle,MAN,100,2008,Personnel Vehicle MAN
205,485,2007-08,Light Goods Vehicle,MAN,35,2007,Light Goods Vehicle MAN
206,486,2004-05,Light Goods Vehicle,MAN,48,2004,Light Goods Vehicle MAN
207,487,2005-06,Light Goods Vehicle,Iveco,35,2005,Light Goods Vehicle Iveco
208,488,2003-04,Personnel Vehicle,Volkswagen,85,2003,Personnel Vehicle Volkswagen
209,488,2010-11,Personnel Vehicle,Volkswagen,85,2010,Personnel Vehicle Volkswagen
210,489,2007-08,Light Goods Vehicle,Volkswagen,70,2007,Light Goods Vehicle Volkswagen
211,491,2001-02,Light Goods Vehicle,Iveco,70,2001,Light Goods Vehicle Iveco
212,491,2007-08,Light Goods Vehicle,Iveco,45,2007,Light Goods Vehicle Iveco
213,492,2001-02,Personnel Vehicle,Renault,85,2001,Personnel Vehicle Renault
214,493,2005-06,Light Goods Vehicle,Renault,85,2005,Light Goods Vehicle Renault
215,496,2011-12,Light Goods Vehicle,DAF,60,2011,Light Goods Vehicle DAF
216,500,2003-04,Heavy Goods Vehicle,DAF,5,2003,Heavy Goods Vehicle DAF
217,502,2001-02,Heavy Goods Vehicle,Renault,15,2001,Heavy Goods Vehicle Renault
218,502,2006-07,Heavy Goods Vehicle,Renault,15,2006,Heavy Goods Vehicle Renault
219,505,2001-02,Light Goods Vehicle,Iveco,40,2001,Light Goods Vehicle Iveco
220,505,2006-07,Light Goods Vehicle,Iveco,20,2006,Light Goods Vehicle Iveco
221,506,2004-05,Heavy Goods Vehicle,Iveco,40,2004,Heavy Goods Vehicle Iveco
222,506,2009-10,Heavy Goods Vehicle,Iveco,50,2009,Heavy Goods Vehicle Iveco
223,507,2003-04,Light Goods Vehicle,Renault,40,2003,Light Goods Vehicle Renault
224,509,2009-10,Light Goods Vehicle,Iveco,80,2009,Light Goods Vehicle Iveco
225,510,2002-03,Light Goods Vehicle,Iveco,20,2002,Light Goods Vehicle Iveco
226,510,2006-07,Light Goods Vehicle,Iveco,35,2006,Light Goods Vehicle Iveco
227,511,2001-02,Personnel Vehicle,MAN,100,2001,Personnel Vehicle MAN
228,511,2008-09,Personnel Vehicle,MAN,100,2008,Personnel Vehicle MAN
229,512,2003-04,Light Goods Vehicle,Iveco,40,2003,Light Goods Vehicle Iveco
230,512,2010-11,Light Goods Vehicle,Iveco,0,2010,Light Goods Vehicle Iveco
231,515,2007-08,Light Goods Vehicle,Volkswagen,20,2007,Light Goods Vehicle Volkswagen
232,519,2005-06,Light Goods Vehicle,Renault,50,2005,Light Goods Vehicle Renault
233,519,2011-12,Light Goods Vehicle,Renault,50,2011,Light Goods Vehicle Renault
234,520,2002-03,Light Goods Vehicle,Renault,75,2002,Light Goods Vehicle Renault
235,520,2008-09,Light Goods Vehicle,Renault,75,2008,Light Goods Vehicle Renault
236,521,2006-07,Personnel Vehicle,Renault,70,2006,Personnel Vehicle Renault
237,528,2004-05,Light Goods Vehicle,DAF,60,2004,Light Goods Vehicle DAF
238,535,2002-03,Light Goods Vehicle,DAF,65,2002,Light Goods Vehicle DAF
239,535,2006-07,Light Goods Vehicle,DAF,70,2006,Light Goods Vehicle DAF
240,535,2008-09,Light Goods Vehicle,DAF,10,2008,Light Goods Vehicle DAF
241,541,2006-07,Light Goods Vehicle,DAF,40,2006,Light Goods Vehicle DAF
242,552,2001-02,Heavy Goods Vehicle,Iveco,35,2001,Heavy Goods Vehicle Iveco
243,555,2004-05,Light Goods Vehicle,Renault,55,2004,Light Goods Vehicle Renault
244,555,2010-11,Light Goods Vehicle,Renault,55,2010,Light Goods Vehicle Renault
245,556,2002-03,Heavy Goods Vehicle,Renault,0,2002,Heavy Goods Vehicle Renault
246,561,2004-05,Heavy Goods Vehicle,Ford,40,2004,Heavy Goods Vehicle Ford
247,562,2003-04,Light Goods Vehicle,Renault,0,2003,Light Goods Vehicle Renault
248,562,2006-07,Light Goods Vehicle,Renault,20,2006,Light Goods Vehicle Renault
249,567,2006-07,Light Goods Vehicle,MAN,55,2006,Light Goods Vehicle MAN
250,569,2001-02,Light Goods Vehicle,Volkswagen,30,2001,Light Goods Vehicle Volkswagen
251,569,2008-09,Light Goods Vehicle,Volkswagen,20,2008,Light Goods Vehicle Volkswagen
252,571,2002-03,Heavy Goods Vehicle,Renault,30,2002,Heavy Goods Vehicle Renault
253,573,2005-06,Light Goods Vehicle,Renault,55,2005,Light Goods Vehicle Renault
254,573,2011-12,Light Goods Vehicle,Renault,55,2011,Light Goods Vehicle Renault
255,575,2009-10,Personnel Vehicle,Renault,10,2009,Personnel Vehicle Renault
256,581,2011-12,Personnel Vehicle,DAF,85,2011,Personnel Vehicle DAF
257,582,2007-08,Light Goods Vehicle,Ford,20,2007,Light Goods Vehicle Ford
258,583,2006-07,Light Goods Vehicle,DAF,55,2006,Light Goods Vehicle DAF
259,584,2006-07,Heavy Goods Vehicle,DAF,80,2006,Heavy Goods Vehicle DAF
260,584,2010-11,Heavy Goods Vehicle,DAF,50,2010,Heavy Goods Vehicle DAF
261,585,2006-07,Light Goods Vehicle,Iveco,35,2006,Light Goods Vehicle Iveco
262,586,2005-06,Light Goods Vehicle,Iveco,55,2005,Light Goods Vehicle Iveco
263,588,2006-07,Heavy Goods Vehicle,MAN,50,2006,Heavy Goods Vehicle MAN
264,589,2001-02,Light Goods Vehicle,MAN,65,2001,Light Goods Vehicle MAN
265,589,2009-10,Light Goods Vehicle,MAN,65,2009,Light Goods Vehicle MAN
266,591,2003-04,Heavy Goods Vehicle,MAN,100,2003,Heavy Goods Vehicle MAN
267,592,2005-06,Light Goods Vehicle,MAN,55,2005,Light Goods Vehicle MAN
268,594,2002-03,Light Goods Vehicle,Iveco,65,2002,Light Goods Vehicle Iveco
269,594,2008-09,Light Goods Vehicle,Iveco,50,2008,Light Goods Vehicle Iveco
270,597,2005-06,Light Goods Vehicle,Renault,80,2005,Light Goods Vehicle Renault
271,598,2006-07,Light Goods Vehicle,Iveco,48,2006,Light Goods Vehicle Iveco
272,599,2005-06,Light Goods Vehicle,Renault,50,2005,Light Goods Vehicle Renault
273,599,2011-12,Light Goods Vehicle,Renault,65,2011,Light Goods Vehicle Renault
274,600,2006-07,Heavy Goods Vehicle,Renault,0,2006,Heavy Goods Vehicle Renault
275,601,2004-05,Light Goods Vehicle,Renault,80,2004,Light Goods Vehicle Renault
276,607,2001-02,Light Goods Vehicle,DAF,70,2001,Light Goods Vehicle DAF
277,607,2007-08,Light Goods Vehicle,DAF,70,2007,Light Goods Vehicle DAF
278,610,2006-07,Heavy Goods Vehicle,DAF,80,2006,Heavy Goods Vehicle DAF
279,610,2010-11,Heavy Goods Vehicle,DAF,50,2010,Heavy Goods Vehicle DAF
280,611,2003-04,Light Goods Vehicle,Iveco,40,2003,Light Goods Vehicle Iveco
281,612,2001-02,Light Goods Vehicle,Iveco,20,2001,Light Goods Vehicle Iveco
282,612,2011-12,Light Goods Vehicle,Iveco,20,2011,Light Goods Vehicle Iveco
283,613,2005-06,Light Goods Vehicle,Iveco,50,2005,Light Goods Vehicle Iveco
284,614,2007-08,Light Goods Vehicle,Iveco,50,2007,Light Goods Vehicle Iveco
285,619,2002-03,Light Goods Vehicle,MAN,50,2002,Light Goods Vehicle MAN
286,621,2002-03,Heavy Goods Vehicle,Iveco,5,2002,Heavy Goods Vehicle Iveco
287,621,2010-11,Heavy Goods Vehicle,Iveco,10,2010,Heavy Goods Vehicle Iveco
288,622,2003-04,Light Goods Vehicle,Renault,35,2003,Light Goods Vehicle Renault
289,626,2004-05,Light Goods Vehicle,DAF,20,2004,Light Goods Vehicle DAF
290,626,2011-12,Light Goods Vehicle,DAF,40,2011,Light Goods Vehicle DAF
291,633,2002-03,Heavy Goods Vehicle,Ford,50,2002,Heavy Goods Vehicle Ford
292,635,2003-04,Light Goods Vehicle,Renault,20,2003,Light Goods Vehicle Renault
293,635,2006-07,Light Goods Vehicle,Renault,20,2006,Light Goods Vehicle Renault
294,636,2008-09,Light Goods Vehicle,Ford,70,2008,Light Goods Vehicle Ford
295,637,2001-02,Heavy Goods Vehicle,Volkswagen,15,2001,Heavy Goods Vehicle Volkswagen
296,638,2006-07,Heavy Goods Vehicle,DAF,80,2006,Heavy Goods Vehicle DAF
297,638,2010-11,Heavy Goods Vehicle,DAF,50,2010,Heavy Goods Vehicle DAF
298,640,2002-03,Light Goods Vehicle,MAN,70,2002,Light Goods Vehicle MAN
299,642,2004-05,Heavy Goods Vehicle,MAN,40,2004,Heavy Goods Vehicle MAN
300,642,2010-11,Heavy Goods Vehicle,MAN,65,2010,Heavy Goods Vehicle MAN
301,644,2003-04,Light Goods Vehicle,Renault,70,2003,Light Goods Vehicle Renault
302,647,2001-02,Light Goods Vehicle,Iveco,48,2001,Light Goods Vehicle Iveco
303,647,2006-07,Light Goods Vehicle,Iveco,35,2006,Light Goods Vehicle Iveco
304,648,2003-04,Light Goods Vehicle,MAN,50,2003,Light Goods Vehicle MAN
305,648,2011-12,Light Goods Vehicle,MAN,50,2011,Light Goods Vehicle MAN
306,653,2003-04,Light Goods Vehicle,Renault,35,2003,Light Goods Vehicle Renault
307,655,2001-02,Light Goods Vehicle,Iveco,60,2001,Light Goods Vehicle Iveco
308,655,2007-08,Light Goods Vehicle,Iveco,55,2007,Light Goods Vehicle Iveco
309,658,2006-07,Light Goods Vehicle,Renault,40,2006,Light Goods Vehicle Renault
