,VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore,Year,Month
437,836,2011-12,Light Goods Vehicle,Renault,55,2011,12
438,837,2005-06,Light Goods Vehicle,Renault,20,2005,6
439,837,2011-12,Light Goods Vehicle,Renault,20,2011,12
440,838,2006-07,Light Goods Vehicle,Renault,48,2006,7
441,839,2004-05,Heavy Goods Vehicle,Iveco,60,2004,5
442,839,2009-10,Heavy Goods Vehicle,Iveco,50,2009,10
443,840,2004-05,Personnel Vehicle,DAF,85,2004,5
444,840,2010-11,Personnel Vehicle,DAF,40,2010,11
445,842,2003-04,Personnel Vehicle,DAF,90,2003,4
446,842,2010-11,Personnel Vehicle,DAF,70,2010,11
447,844,2007-08,Light Goods Vehicle,Ford,50,2007,8
448,845,2000-01,Personnel Vehicle,Ford,60,2000,1
449,847,2000-01,Heavy Goods Vehicle,Ford,50,2000,1
450,847,2011-12,Heavy Goods Vehicle,Ford,65,2011,12
451,849,2002-03,Light Goods Vehicle,Iveco,50,2002,3
452,849,2006-07,Light Goods Vehicle,Iveco,60,2006,7
453,850,2007-08,Light Goods Vehicle,Iveco,50,2007,8
454,851,2009-10,Light Goods Vehicle,Iveco,85,2009,10
455,853,2006-07,Light Goods Vehicle,Volkswagen,48,2006,7
456,854,2007-08,Light Goods Vehicle,Iveco,20,2007,8
457,855,2005-06,Heavy Goods Vehicle,Renault,10,2005,6
458,856,2001-02,Light Goods Vehicle,Iveco,20,2001,2
459,856,2007-08,Light Goods Vehicle,Iveco,20,2007,8
460,859,2005-06,Light Goods Vehicle,Renault,50,2005,6
461,862,2004-05,Heavy Goods Vehicle,DAF,15,2004,5
462,862,2011-12,Heavy Goods Vehicle,DAF,10,2011,12
463,863,2008-09,Light Goods Vehicle,Ford,20,2008,9
464,865,2005-06,Heavy Goods Vehicle,Ford,30,2005,6
465,865,2006-07,Heavy Goods Vehicle,Ford,5,2006,7
466,865,2011-12,Heavy Goods Vehicle,Ford,30,2011,12
467,866,2008-09,Personnel Vehicle,Ford,70,2008,9
468,867,2008-09,Light Goods Vehicle,Ford,50,2008,9
469,868,2002-03,Personnel Vehicle,Ford,10,2002,3
470,869,2002-03,Light Goods Vehicle,Iveco,60,2002,3
471,869,2006-07,Light Goods Vehicle,Iveco,48,2006,7
472,870,2006-07,Personnel Vehicle,Iveco,60,2006,7
473,872,2009-10,Heavy Goods Vehicle,Iveco,50,2009,10
474,873,2009-10,Light Goods Vehicle,Iveco,60,2009,10
475,874,2002-03,Heavy Goods Vehicle,Iveco,50,2002,3
476,874,2008-09,Heavy Goods Vehicle,Iveco,50,2008,9
477,876,2001-02,Heavy Goods Vehicle,MAN,80,2001,2
478,878,2001-02,Light Goods Vehicle,Iveco,70,2001,2
479,878,2007-08,Light Goods Vehicle,Iveco,50,2007,8
480,880,2007-08,Heavy Goods Vehicle,Iveco,15,2007,8
481,881,2002-03,Heavy Goods Vehicle,Renault,15,2002,3
482,884,2003-04,Heavy Goods Vehicle,DAF,80,2003,4
483,884,2009-10,Heavy Goods Vehicle,DAF,80,2009,10
484,885,2003-04,Heavy Goods Vehicle,Renault,30,2003,4
485,885,2011-12,Heavy Goods Vehicle,Renault,10,2011,12
486,889,2001-02,Light Goods Vehicle,Ford,70,2001,2
487,889,2008-09,Light Goods Vehicle,Ford,70,2008,9
488,891,2007-08,Light Goods Vehicle,Ford,50,2007,8
489,892,2007-08,Light Goods Vehicle,Ford,50,2007,8
490,895,2006-07,Light Goods Vehicle,Iveco,55,2006,7
491,898,2003-04,Light Goods Vehicle,MAN,65,2003,4
492,899,2005-06,Heavy Goods Vehicle,Iveco,0,2005,6
493,905,2005-06,Light Goods Vehicle,MAN,68,2005,6
494,909,2005-06,Personnel Vehicle,Iveco,85,2005,6
495,909,2011-12,Personnel Vehicle,Iveco,85,2011,12
496,915,2003-04,Personnel Vehicle,DAF,70,2003,4
497,917,2007-08,Light Goods Vehicle,Ford,55,2007,8
498,918,2004-05,Heavy Goods Vehicle,Ford,60,2004,5
499,918,2010-11,Heavy Goods Vehicle,Ford,60,2010,11
500,919,2008-09,Light Goods Vehicle,Ford,70,2008,9
501,920,2007-08,Light Goods Vehicle,Ford,50,2007,8
502,921,2003-04,Personnel Vehicle,Iveco,70,2003,4
503,922,2008-09,Light Goods Vehicle,MAN,50,2008,9
504,923,2004-05,Heavy Goods Vehicle,MAN,15,2004,5
505,925,2002-03,Light Goods Vehicle,MAN,70,2002,3
506,928,2001-02,Personnel Vehicle,Iveco,100,2001,2
507,929,2002-03,Light Goods Vehicle,MAN,70,2002,3
508,931,2001-02,Light Goods Vehicle,MAN,70,2001,2
509,931,2008-09,Light Goods Vehicle,MAN,70,2008,9
510,932,2004-05,Heavy Goods Vehicle,Iveco,5,2004,5
511,933,2001-02,Heavy Goods Vehicle,Iveco,15,2001,2
512,933,2008-09,Heavy Goods Vehicle,Iveco,65,2008,9
513,934,2005-06,Heavy Goods Vehicle,Renault,10,2005,6
514,936,2004-05,Heavy Goods Vehicle,Iveco,60,2004,5
515,939,2002-03,Light Goods Vehicle,DAF,45,2002,3
516,942,2001-02,Heavy Goods Vehicle,Ford,40,2001,2
517,942,2008-09,Heavy Goods Vehicle,Ford,50,2008,9
518,942,2011-12,Heavy Goods Vehicle,Ford,60,2011,12
519,943,2006-07,Light Goods Vehicle,Ford,65,2006,7
520,944,2003-04,Heavy Goods Vehicle,Renault,35,2003,4
521,944,2006-07,Heavy Goods Vehicle,Renault,50,2006,7
522,945,2001-02,Heavy Goods Vehicle,Ford,65,2001,2
523,945,2008-09,Heavy Goods Vehicle,Ford,50,2008,9
524,945,2011-12,Heavy Goods Vehicle,Ford,50,2011,12
525,946,2004-05,Light Goods Vehicle,MAN,60,2004,5
526,946,2010-11,Light Goods Vehicle,MAN,60,2010,11
527,947,2007-08,Heavy Goods Vehicle,MAN,15,2007,8
528,949,2006-07,Heavy Goods Vehicle,MAN,75,2006,7
529,950,2006-07,Light Goods Vehicle,Iveco,20,2006,7
530,951,2005-06,Heavy Goods Vehicle,Iveco,5,2005,6
531,952,2007-08,Light Goods Vehicle,Iveco,50,2007,8
532,955,2002-03,Light Goods Vehicle,MAN,60,2002,3
533,956,2000-01,Light Goods Vehicle,Iveco,10,2000,1
534,956,2006-07,Light Goods Vehicle,Iveco,10,2006,7
535,957,2007-08,Light Goods Vehicle,MAN,68,2007,8
536,958,2002-03,Light Goods Vehicle,Renault,70,2002,3
537,958,2009-10,Light Goods Vehicle,Renault,85,2009,10
538,959,2002-03,Heavy Goods Vehicle,Volkswagen,40,2002,3
539,959,2009-10,Heavy Goods Vehicle,Volkswagen,40,2009,10
540,961,2005-06,Light Goods Vehicle,MAN,45,2005,6
541,965,2005-06,Light Goods Vehicle,Renault,50,2005,6
542,965,2011-12,Light Goods Vehicle,Renault,50,2011,12
543,966,2006-07,Heavy Goods Vehicle,Renault,15,2006,7
544,972,2007-08,Light Goods Vehicle,Ford,48,2007,8
545,973,2007-08,Personnel Vehicle,Ford,45,2007,8
546,975,2001-02,Light Goods Vehicle,DAF,50,2001,2
547,975,2007-08,Light Goods Vehicle,DAF,60,2007,8
548,976,2003-04,Light Goods Vehicle,Renault,40,2003,4
549,976,2006-07,Light Goods Vehicle,Renault,40,2006,7
550,977,2006-07,Light Goods Vehicle,Ford,70,2006,7
551,981,2004-05,Light Goods Vehicle,MAN,65,2004,5
552,987,2007-08,Light Goods Vehicle,Volkswagen,20,2007,8
553,991,2006-07,Light Goods Vehicle,Ford,50,2006,7
554,993,2007-08,Personnel Vehicle,Ford,90,2007,8
555,994,2001-02,Light Goods Vehicle,DAF,20,2001,2
556,994,2007-08,Light Goods Vehicle,DAF,60,2007,8
557,995,2005-06,Light Goods Vehicle,Ford,35,2005,6
558,996,2007-08,Heavy Goods Vehicle,DAF,65,2007,8
559,998,2000-01,Light Goods Vehicle,MAN,60,2000,1
560,999,2001-02,Light Goods Vehicle,Iveco,50,2001,2
561,1000,2003-04,Light Goods Vehicle,Renault,35,2003,4
562,1002,2007-08,Light Goods Vehicle,Iveco,80,2007,8
563,1005,2001-02,Light Goods Vehicle,Iveco,20,2001,2
564,1005,2007-08,Light Goods Vehicle,Iveco,20,2007,8
565,1006,2007-08,Light Goods Vehicle,MAN,35,2007,8
566,1008,2007-08,Light Goods Vehicle,MAN,55,2007,8
567,1009,2004-05,Heavy Goods Vehicle,Iveco,30,2004,5
568,1009,2009-10,Heavy Goods Vehicle,Iveco,60,2009,10
569,1011,2006-07,Light Goods Vehicle,Iveco,65,2006,7
570,1014,2004-05,Heavy Goods Vehicle,DAF,50,2004,5
571,1014,2010-11,Heavy Goods Vehicle,DAF,50,2010,11
572,1016,2000-01,Light Goods Vehicle,Ford,50,2000,1
573,1016,2008-09,Light Goods Vehicle,Ford,20,2008,9
574,1017,2008-09,Personnel Vehicle,Ford,55,2008,9
575,1018,2000-01,Light Goods Vehicle,Ford,70,2000,1
576,1019,2001-02,Light Goods Vehicle,Ford,70,2001,2
577,1019,2008-09,Light Goods Vehicle,Ford,85,2008,9
578,1021,2000-01,Light Goods Vehicle,MAN,60,2000,1
579,1022,2006-07,Light Goods Vehicle,Iveco,5,2006,7
580,1023,2007-08,Light Goods Vehicle,Iveco,20,2007,8
581,1024,2007-08,Light Goods Vehicle,Iveco,48,2007,8
582,1026,2008-09,Light Goods Vehicle,Iveco,0,2008,9
583,1029,2005-06,Light Goods Vehicle,Iveco,0,2005,6
584,1029,2011-12,Light Goods Vehicle,Iveco,0,2011,12
585,1030,2004-05,Light Goods Vehicle,Renault,65,2004,5
586,1030,2010-11,Light Goods Vehicle,Renault,85,2010,11
587,1033,2004-05,Heavy Goods Vehicle,DAF,30,2004,5
588,1035,2009-10,Light Goods Vehicle,Ford,55,2009,10
589,1037,2004-05,Light Goods Vehicle,Ford,70,2004,5
590,1039,2007-08,Light Goods Vehicle,Ford,70,2007,8
591,1041,2006-07,Personnel Vehicle,Renault,70,2006,7
592,1042,2011-12,Heavy Goods Vehicle,Ford,50,2011,12
593,1046,2006-07,Light Goods Vehicle,Iveco,20,2006,7
594,1047,2003-04,Light Goods Vehicle,MAN,85,2003,4
595,1048,2001-02,Light Goods Vehicle,Iveco,20,2001,2
596,1049,2003-04,Light Goods Vehicle,Renault,20,2003,4
597,1050,2008-09,Personnel Vehicle,MAN,50,2008,9
598,1052,2005-06,Heavy Goods Vehicle,Iveco,65,2005,6
599,1052,2011-12,Heavy Goods Vehicle,Iveco,50,2011,12
600,1053,2005-06,Light Goods Vehicle,Volkswagen,50,2005,6
601,1054,2000-01,Personnel Vehicle,Volkswagen,80,2000,1
602,1054,2007-08,Personnel Vehicle,Volkswagen,65,2007,8
603,1056,2006-07,Light Goods Vehicle,Renault,70,2006,7
604,1064,2001-02,Heavy Goods Vehicle,DAF,80,2001,2
605,1064,2007-08,Heavy Goods Vehicle,DAF,30,2007,8
606,1066,2006-07,Heavy Goods Vehicle,DAF,50,2006,7
607,1067,2008-09,Light Goods Vehicle,MAN,55,2008,9
608,1068,2006-07,Personnel Vehicle,Iveco,85,2006,7
609,1069,2000-01,Light Goods Vehicle,MAN,48,2000,1
610,1069,2007-08,Light Goods Vehicle,MAN,60,2007,8
611,1071,2004-05,Heavy Goods Vehicle,Iveco,60,2004,5
612,1071,2009-10,Heavy Goods Vehicle,Iveco,30,2009,10
613,1072,2007-08,Personnel Vehicle,MAN,10,2007,8
614,1075,2006-07,Personnel Vehicle,MAN,55,2006,7
615,1076,2003-04,Light Goods Vehicle,MAN,70,2003,4
616,1081,2008-09,Heavy Goods Vehicle,Iveco,50,2008,9
617,1082,2006-07,Light Goods Vehicle,Iveco,20,2006,7
618,1084,2006-07,Light Goods Vehicle,Renault,70,2006,7
619,1085,2002-03,Light Goods Vehicle,Renault,50,2002,3
620,1085,2008-09,Light Goods Vehicle,Renault,55,2008,9
621,1093,2005-06,Light Goods Vehicle,DAF,0,2005,6
622,1095,2008-09,Heavy Goods Vehicle,Ford,60,2008,9
623,1098,2007-08,Light Goods Vehicle,MAN,50,2007,8
624,1099,2001-02,Light Goods Vehicle,Iveco,0,2001,2
625,1099,2007-08,Light Goods Vehicle,Iveco,0,2007,8
626,1099,2010-11,Light Goods Vehicle,Iveco,0,2010,11
627,1101,2010-11,Light Goods Vehicle,Renault,20,2010,11
628,1102,2004-05,Light Goods Vehicle,Iveco,50,2004,5
629,1103,2005-06,Light Goods Vehicle,Iveco,75,2005,6
630,1105,2005-06,Heavy Goods Vehicle,Iveco,15,2005,6
631,1105,2011-12,Heavy Goods Vehicle,Iveco,30,2011,12
632,1106,2002-03,Light Goods Vehicle,MAN,70,2002,3
633,1110,2007-08,Light Goods Vehicle,MAN,48,2007,8
634,1112,2010-11,Heavy Goods Vehicle,Iveco,10,2010,11
635,1113,2002-03,Light Goods Vehicle,Iveco,35,2002,3
636,1113,2006-07,Light Goods Vehicle,Iveco,35,2006,7
637,1114,2007-08,Light Goods Vehicle,MAN,55,2007,8
638,1115,2003-04,Heavy Goods Vehicle,MAN,10,2003,4
639,1115,2010-11,Heavy Goods Vehicle,MAN,30,2010,11
640,1116,2001-02,Heavy Goods Vehicle,Renault,30,2001,2
641,1118,2001-02,Heavy Goods Vehicle,Iveco,5,2001,2
642,1118,2011-12,Heavy Goods Vehicle,Iveco,5,2011,12
643,1119,2005-06,Light Goods Vehicle,Iveco,20,2005,6
644,1119,2011-12,Light Goods Vehicle,Iveco,0,2011,12
645,1123,2001-02,Light Goods Vehicle,Volkswagen,50,2001,2
646,1123,2008-09,Light Goods Vehicle,Volkswagen,50,2008,9
647,1124,2008-09,Heavy Goods Vehicle,Iveco,30,2008,9
648,1125,2001-02,Light Goods Vehicle,Iveco,50,2001,2
649,1125,2007-08,Light Goods Vehicle,Iveco,65,2007,8
650,1127,2005-06,Heavy Goods Vehicle,Iveco,50,2005,6
651,1127,2011-12,Heavy Goods Vehicle,Iveco,30,2011,12
652,1130,2008-09,Personnel Vehicle,Ford,0,2008,9
653,1131,2007-08,Personnel Vehicle,DAF,100,2007,8
654,1133,2002-03,Personnel Vehicle,DAF,70,2002,3
655,1134,2003-04,Personnel Vehicle,DAF,90,2003,4
656,1134,2010-11,Personnel Vehicle,DAF,90,2010,11
657,1135,2004-05,Personnel Vehicle,DAF,80,2004,5
658,1136,2007-08,Personnel Vehicle,Ford,90,2007,8
659,1137,2008-09,Light Goods Vehicle,DAF,70,2008,9
660,1138,2000-01,Light Goods Vehicle,MAN,35,2000,1
661,1141,2001-02,Light Goods Vehicle,Iveco,20,2001,2
662,1141,2007-08,Light Goods Vehicle,Iveco,10,2007,8
663,1143,2009-10,Heavy Goods Vehicle,Iveco,5,2009,10
664,1144,2009-10,Heavy Goods Vehicle,Iveco,60,2009,10
665,1144,2011-12,Heavy Goods Vehicle,Iveco,60,2011,12
666,1145,2001-02,Personnel Vehicle,MAN,85,2001,2
667,1145,2008-09,Personnel Vehicle,MAN,55,2008,9
668,1146,2005-06,Heavy Goods Vehicle,Iveco,60,2005,6
669,1146,2011-12,Heavy Goods Vehicle,Iveco,60,2011,12
670,1147,2005-06,Heavy Goods Vehicle,Volkswagen,30,2005,6
671,1148,2007-08,Personnel Vehicle,MAN,85,2007,8
672,1149,2002-03,Light Goods Vehicle,MAN,65,2002,3
673,1149,2009-10,Light Goods Vehicle,MAN,65,2009,10
674,1151,2002-03,Light Goods Vehicle,Iveco,40,2002,3
675,1151,2007-08,Light Goods Vehicle,Iveco,70,2007,8
676,1153,2006-07,Heavy Goods Vehicle,Renault,50,2006,7
677,1154,2003-04,Heavy Goods Vehicle,DAF,60,2003,4
678,1155,2003-04,Personnel Vehicle,DAF,70,2003,4
679,1155,2010-11,Personnel Vehicle,DAF,60,2010,11
680,1156,2004-05,Heavy Goods Vehicle,DAF,70,2004,5
681,1158,2002-03,Personnel Vehicle,DAF,60,2002,3
682,1158,2009-10,Personnel Vehicle,DAF,60,2009,10
683,1159,2007-08,Heavy Goods Vehicle,Volkswagen,80,2007,8
684,1159,2011-12,Heavy Goods Vehicle,Volkswagen,80,2011,12
685,1160,2007-08,Light Goods Vehicle,Ford,40,2007,8
686,1161,2002-03,Personnel Vehicle,DAF,100,2002,3
687,1161,2008-09,Personnel Vehicle,DAF,100,2008,9
688,1163,2000-01,Light Goods Vehicle,Ford,40,2000,1
689,1164,2003-04,Light Goods Vehicle,DAF,70,2003,4
690,1166,2006-07,Light Goods Vehicle,Iveco,20,2006,7
691,1170,2003-04,Light Goods Vehicle,MAN,40,2003,4
692,1170,2009-10,Light Goods Vehicle,MAN,45,2009,10
693,1172,2005-06,Personnel Vehicle,Iveco,55,2005,6
694,1172,2011-12,Personnel Vehicle,Iveco,80,2011,12
695,1173,2006-07,Light Goods Vehicle,Iveco,48,2006,7
696,1174,2004-05,Light Goods Vehicle,MAN,40,2004,5
697,1175,2007-08,Light Goods Vehicle,Iveco,50,2007,8
698,1176,2006-07,Heavy Goods Vehicle,Renault,10,2006,7
699,1179,2001-02,Light Goods Vehicle,Ford,20,2001,2
700,1181,2007-08,Light Goods Vehicle,Volkswagen,70,2007,8
701,1182,2003-04,Personnel Vehicle,DAF,80,2003,4
702,1182,2011-12,Personnel Vehicle,DAF,80,2011,12
703,1183,2007-08,Light Goods Vehicle,Ford,50,2007,8
704,1184,2002-03,Personnel Vehicle,DAF,100,2002,3
705,1184,2008-09,Personnel Vehicle,DAF,60,2008,9
706,1185,2000-01,Light Goods Vehicle,Ford,50,2000,1
707,1186,2007-08,Light Goods Vehicle,Iveco,40,2007,8
708,1188,2003-04,Light Goods Vehicle,Renault,65,2003,4
709,1191,2008-09,Light Goods Vehicle,Iveco,65,2008,9
710,1193,2005-06,Light Goods Vehicle,Iveco,70,2005,6
711,1194,2002-03,Light Goods Vehicle,Iveco,20,2002,3
712,1194,2008-09,Light Goods Vehicle,Iveco,20,2008,9
713,1195,2006-07,Light Goods Vehicle,Iveco,50,2006,7
714,1198,2005-06,Light Goods Vehicle,Volkswagen,50,2005,6
715,1199,2003-04,Heavy Goods Vehicle,Iveco,30,2003,4
716,1199,2011-12,Heavy Goods Vehicle,Iveco,5,2011,12
717,1200,2002-03,Heavy Goods Vehicle,Iveco,60,2002,3
718,1200,2008-09,Heavy Goods Vehicle,Iveco,50,2008,9
719,1202,2002-03,Light Goods Vehicle,Iveco,20,2002,3
720,1202,2006-07,Light Goods Vehicle,Iveco,20,2006,7
721,1202,2011-12,Light Goods Vehicle,Iveco,20,2011,12
722,1204,2006-07,Heavy Goods Vehicle,Renault,10,2006,7
723,1206,2007-08,Heavy Goods Vehicle,DAF,50,2007,8
724,1207,2009-10,Personnel Vehicle,DAF,50,2009,10
725,1211,2011-12,Personnel Vehicle,DAF,60,2011,12
726,1212,2008-09,Light Goods Vehicle,Ford,50,2008,9
727,1214,2007-08,Light Goods Vehicle,Ford,20,2007,8
728,1216,2007-08,Personnel Vehicle,MAN,60,2007,8
729,1218,2005-06,Light Goods Vehicle,Iveco,75,2005,6
730,1219,2005-06,Light Goods Vehicle,MAN,85,2005,6
731,1219,2011-12,Light Goods Vehicle,MAN,85,2011,12
732,1220,2007-08,Light Goods Vehicle,Volkswagen,48,2007,8
733,1221,2001-02,Light Goods Vehicle,Volkswagen,65,2001,2
734,1221,2008-09,Light Goods Vehicle,Volkswagen,45,2008,9
735,1222,2002-03,Light Goods Vehicle,Iveco,20,2002,3
736,1222,2007-08,Light Goods Vehicle,Iveco,20,2007,8
737,1224,2007-08,Light Goods Vehicle,Iveco,40,2007,8
738,1225,2004-05,Light Goods Vehicle,Renault,70,2004,5
739,1225,2010-11,Light Goods Vehicle,Renault,80,2010,11
740,1227,2002-03,Light Goods Vehicle,Renault,80,2002,3
741,1227,2008-09,Light Goods Vehicle,Renault,55,2008,9
742,1228,2002-03,Personnel Vehicle,DAF,85,2002,3
743,1228,2005-06,Personnel Vehicle,DAF,100,2005,6
744,1231,2004-05,Personnel Vehicle,DAF,85,2004,5
745,1231,2010-11,Personnel Vehicle,DAF,85,2010,11
746,1232,2006-07,Heavy Goods Vehicle,DAF,50,2006,7
747,1233,2008-09,Light Goods Vehicle,Ford,50,2008,9
748,1234,2008-09,Heavy Goods Vehicle,Ford,50,2008,9
749,1235,2007-08,Personnel Vehicle,Ford,60,2007,8
750,1236,2007-08,Personnel Vehicle,MAN,60,2007,8
751,1238,2005-06,Personnel Vehicle,Iveco,50,2005,6
752,1238,2010-11,Personnel Vehicle,Iveco,50,2010,11
753,1241,2001-02,Light Goods Vehicle,Iveco,40,2001,2
754,1241,2006-07,Light Goods Vehicle,Iveco,20,2006,7
755,1242,2005-06,Light Goods Vehicle,Iveco,50,2005,6
756,1244,2002-03,Light Goods Vehicle,Iveco,48,2002,3
757,1244,2008-09,Light Goods Vehicle,Iveco,50,2008,9
758,1246,2001-02,Personnel Vehicle,Volkswagen,80,2001,2
759,1246,2008-09,Personnel Vehicle,Volkswagen,80,2008,9
760,1247,2008-09,Heavy Goods Vehicle,Iveco,50,2008,9
761,1248,2001-02,Light Goods Vehicle,Iveco,80,2001,2
762,1248,2007-08,Light Goods Vehicle,Iveco,65,2007,8
763,1250,2001-02,Personnel Vehicle,Renault,80,2001,2
764,1251,2002-03,Personnel Vehicle,Iveco,65,2002,3
765,1251,2006-07,Personnel Vehicle,Iveco,85,2006,7
766,1253,2001-02,Heavy Goods Vehicle,DAF,60,2001,2
767,1253,2007-08,Heavy Goods Vehicle,DAF,35,2007,8
768,1255,2004-05,Heavy Goods Vehicle,Ford,65,2004,5
769,1256,2005-06,Personnel Vehicle,Ford,90,2005,6
770,1257,2008-09,Heavy Goods Vehicle,Ford,50,2008,9
771,1258,2007-08,Light Goods Vehicle,MAN,20,2007,8
772,1260,2007-08,Light Goods Vehicle,Iveco,65,2007,8
773,1264,2007-08,Light Goods Vehicle,Volkswagen,48,2007,8
774,1265,2005-06,Personnel Vehicle,MAN,60,2005,6
775,1267,2006-07,Light Goods Vehicle,MAN,40,2006,7
776,1268,2002-03,Heavy Goods Vehicle,Iveco,40,2002,3
777,1268,2008-09,Heavy Goods Vehicle,Iveco,50,2008,9
778,1270,2004-05,Light Goods Vehicle,Renault,40,2004,5
779,1272,2006-07,Heavy Goods Vehicle,Renault,30,2006,7
780,1273,2006-07,Heavy Goods Vehicle,Renault,50,2006,7
781,1274,2005-06,Heavy Goods Vehicle,Iveco,50,2005,6
782,1274,2011-12,Heavy Goods Vehicle,Iveco,50,2011,12
783,1278,2003-04,Personnel Vehicle,DAF,100,2003,4
784,1278,2010-11,Personnel Vehicle,DAF,80,2010,11
785,1281,2003-04,Heavy Goods Vehicle,DAF,65,2003,4
786,1281,2009-10,Heavy Goods Vehicle,DAF,65,2009,10
787,1282,2008-09,Heavy Goods Vehicle,DAF,40,2008,9
788,1283,2004-05,Light Goods Vehicle,DAF,50,2004,5
789,1286,2001-02,Personnel Vehicle,DAF,100,2001,2
790,1286,2007-08,Personnel Vehicle,DAF,60,2007,8
791,1288,2008-09,Light Goods Vehicle,Ford,50,2008,9
792,1289,2006-07,Personnel Vehicle,Ford,55,2006,7
793,1290,2003-04,Light Goods Vehicle,Renault,50,2003,4
794,1290,2006-07,Light Goods Vehicle,Renault,70,2006,7
795,1291,2004-05,Heavy Goods Vehicle,DAF,60,2004,5
796,1292,2011-12,Heavy Goods Vehicle,Ford,60,2011,12
797,1293,2002-03,Light Goods Vehicle,Iveco,50,2002,3
798,1293,2006-07,Light Goods Vehicle,Iveco,40,2006,7
799,1297,2003-04,Light Goods Vehicle,Renault,40,2003,4
800,1299,2002-03,Light Goods Vehicle,Iveco,65,2002,3
801,1299,2008-09,Light Goods Vehicle,Iveco,65,2008,9
802,1301,2002-03,Heavy Goods Vehicle,Renault,15,2002,3
803,1301,2009-10,Heavy Goods Vehicle,Renault,10,2009,10
804,1303,2007-08,Light Goods Vehicle,MAN,50,2007,8
805,1304,2007-08,Light Goods Vehicle,MAN,20,2007,8
806,1305,2004-05,Heavy Goods Vehicle,Renault,10,2004,5
807,1305,2010-11,Heavy Goods Vehicle,Renault,10,2010,11
808,1306,2005-06,Light Goods Vehicle,Renault,55,2005,6
809,1308,2002-03,Light Goods Vehicle,Renault,55,2002,3
810,1308,2008-09,Light Goods Vehicle,Renault,55,2008,9
811,1310,2004-05,Personnel Vehicle,DAF,60,2004,5
812,1310,2011-12,Personnel Vehicle,DAF,70,2011,12
813,1313,2001-02,Personnel Vehicle,DAF,65,2001,2
814,1313,2007-08,Personnel Vehicle,DAF,70,2007,8
815,1314,2000-01,Light Goods Vehicle,Ford,70,2000,1
816,1314,2008-09,Light Goods Vehicle,Ford,70,2008,9
817,1315,2007-08,Light Goods Vehicle,Ford,90,2007,8
818,1316,2002-03,Personnel Vehicle,Ford,70,2002,3
819,1316,2011-12,Personnel Vehicle,Ford,60,2011,12
820,1318,2000-01,Heavy Goods Vehicle,Ford,50,2000,1
821,1318,2011-12,Heavy Goods Vehicle,Ford,60,2011,12
822,1319,2007-08,Light Goods Vehicle,MAN,10,2007,8
823,1320,2005-06,Heavy Goods Vehicle,Iveco,60,2005,6
824,1320,2010-11,Heavy Goods Vehicle,Iveco,60,2010,11
825,1321,2003-04,Heavy Goods Vehicle,MAN,80,2003,4
826,1323,2009-10,Heavy Goods Vehicle,Iveco,5,2009,10
827,1324,2006-07,Light Goods Vehicle,MAN,70,2006,7
828,1327,2006-07,Light Goods Vehicle,MAN,35,2006,7
829,1332,2002-03,Light Goods Vehicle,Renault,85,2002,3
830,1332,2010-11,Light Goods Vehicle,Renault,65,2010,11
831,1333,2006-07,Personnel Vehicle,Renault,75,2006,7
832,1334,2003-04,Personnel Vehicle,Renault,70,2003,4
833,1334,2009-10,Personnel Vehicle,Renault,85,2009,10
834,1335,2005-06,Light Goods Vehicle,Renault,70,2005,6
835,1336,2005-06,Light Goods Vehicle,Renault,10,2005,6
836,1341,2003-04,Personnel Vehicle,DAF,100,2003,4
837,1341,2010-11,Personnel Vehicle,DAF,100,2010,11
838,1343,2007-08,Light Goods Vehicle,Ford,70,2007,8
839,1344,2001-02,Light Goods Vehicle,Ford,20,2001,2
840,1344,2008-09,Light Goods Vehicle,Ford,0,2008,9
841,1345,2007-08,Light Goods Vehicle,Ford,35,2007,8
842,1346,2007-08,Light Goods Vehicle,MAN,65,2007,8
843,1348,2007-08,Light Goods Vehicle,Iveco,70,2007,8
844,1349,2002-03,Heavy Goods Vehicle,Iveco,50,2002,3
845,1349,2008-09,Heavy Goods Vehicle,Iveco,50,2008,9
846,1349,2011-12,Heavy Goods Vehicle,Iveco,50,2011,12
847,1350,2008-09,Personnel Vehicle,Volkswagen,70,2008,9
848,1351,2002-03,Light Goods Vehicle,Iveco,60,2002,3
849,1351,2008-09,Light Goods Vehicle,Iveco,50,2008,9
850,1354,2007-08,Light Goods Vehicle,Volkswagen,58,2007,8
851,1356,2004-05,Heavy Goods Vehicle,Iveco,15,2004,5
852,1357,2011-12,Light Goods Vehicle,Iveco,45,2011,12
853,1358,2003-04,Heavy Goods Vehicle,Iveco,5,2003,4
854,1366,2008-09,Light Goods Vehicle,Ford,55,2008,9
855,1368,2001-02,Heavy Goods Vehicle,Ford,65,2001,2
856,1368,2008-09,Heavy Goods Vehicle,Ford,50,2008,9
857,1369,2005-06,Heavy Goods Vehicle,Ford,10,2005,6
858,1371,2007-08,Light Goods Vehicle,MAN,70,2007,8
859,1374,2002-03,Light Goods Vehicle,Iveco,40,2002,3
860,1376,2006-07,Light Goods Vehicle,MAN,0,2006,7
861,1377,2005-06,Heavy Goods Vehicle,Renault,5,2005,6
862,1379,2003-04,Heavy Goods Vehicle,Renault,15,2003,4
863,1380,2005-06,Light Goods Vehicle,Renault,40,2005,6
864,1380,2011-12,Light Goods Vehicle,Renault,50,2011,12
