,VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore,Year,Month
0,31,2008-09,Light Goods Vehicle,Volkswagen,55,2008,9
1,31,2009-10,Light Goods Vehicle,Volkswagen,80,2009,10
2,95,2005-06,Heavy Goods Vehicle,DAF,50,2005,6
3,111,2002-03,Light Goods Vehicle,Iveco,65,2002,3
4,112,2004-05,Personnel Vehicle,Renault,100,2004,5
5,113,2002-03,Heavy Goods Vehicle,Iveco,5,2002,3
6,113,2006-07,Heavy Goods Vehicle,Iveco,30,2006,7
7,115,2005-06,Heavy Goods Vehicle,DAF,70,2005,6
8,116,2002-03,Heavy Goods Vehicle,DAF,30,2002,3
9,116,2008-09,Heavy Goods Vehicle,DAF,65,2008,9
10,118,2007-08,Light Goods Vehicle,Ford,40,2007,8
11,119,2000-01,Personnel Vehicle,Ford,55,2000,1
12,120,2001-02,Heavy Goods Vehicle,DAF,60,2001,2
13,120,2003-04,Heavy Goods Vehicle,DAF,30,2003,4
14,120,2009-10,Heavy Goods Vehicle,DAF,15,2009,10
15,120,2011-12,Heavy Goods Vehicle,DAF,30,2011,12
16,124,2000-01,Heavy Goods Vehicle,MAN,10,2000,1
17,124,2007-08,Heavy Goods Vehicle,MAN,5,2007,8
18,124,2011-12,Heavy Goods Vehicle,MAN,5,2011,12
19,125,2004-05,Light Goods Vehicle,MAN,65,2004,5
20,127,2007-08,Personnel Vehicle,MAN,70,2007,8
21,128,2007-08,Light Goods Vehicle,Iveco,65,2007,8
22,129,2001-02,Light Goods Vehicle,Iveco,70,2001,2
23,129,2007-08,Light Goods Vehicle,Iveco,50,2007,8
24,130,2004-05,Heavy Goods Vehicle,Renault,30,2004,5
25,130,2010-11,Heavy Goods Vehicle,Renault,30,2010,11
26,131,2003-04,Personnel Vehicle,Renault,80,2003,4
27,132,2005-06,Light Goods Vehicle,Renault,50,2005,6
28,134,2006-07,Light Goods Vehicle,Renault,50,2006,7
29,136,2005-06,Heavy Goods Vehicle,DAF,65,2005,6
30,136,2011-12,Heavy Goods Vehicle,DAF,50,2011,12
31,137,2003-04,Light Goods Vehicle,DAF,50,2003,4
32,137,2010-11,Light Goods Vehicle,DAF,65,2010,11
33,139,2008-09,Personnel Vehicle,Ford,85,2008,9
34,142,2001-02,Light Goods Vehicle,Renault,20,2001,2
35,142,2006-07,Light Goods Vehicle,Renault,20,2006,7
36,144,2002-03,Heavy Goods Vehicle,Iveco,10,2002,3
37,146,2003-04,Heavy Goods Vehicle,Volkswagen,70,2003,4
38,146,2011-12,Heavy Goods Vehicle,Volkswagen,50,2011,12
39,147,2004-05,Light Goods Vehicle,Iveco,55,2004,5
40,148,2002-03,Light Goods Vehicle,Renault,40,2002,3
41,148,2010-11,Light Goods Vehicle,Renault,50,2010,11
42,149,2011-12,Light Goods Vehicle,Renault,50,2011,12
43,151,2005-06,Light Goods Vehicle,DAF,55,2005,6
44,156,2008-09,Light Goods Vehicle,Ford,70,2008,9
45,159,2005-06,Light Goods Vehicle,Iveco,20,2005,6
46,160,2002-03,Light Goods Vehicle,Iveco,50,2002,3
47,160,2006-07,Light Goods Vehicle,Iveco,20,2006,7
48,161,2007-08,Heavy Goods Vehicle,MAN,65,2007,8
49,163,2001-02,Light Goods Vehicle,Iveco,68,2001,2
50,165,2007-08,Heavy Goods Vehicle,Volkswagen,40,2007,8
51,167,2001-02,Light Goods Vehicle,Iveco,70,2001,2
52,167,2007-08,Light Goods Vehicle,Iveco,65,2007,8
53,168,2004-05,Light Goods Vehicle,Renault,20,2004,5
54,172,2005-06,Light Goods Vehicle,Renault,10,2005,6
55,172,2010-11,Light Goods Vehicle,Renault,30,2010,11
56,173,2005-06,Light Goods Vehicle,Renault,55,2005,6
57,174,2000-01,Light Goods Vehicle,Ford,20,2000,1
58,178,2011-12,Heavy Goods Vehicle,Renault,90,2011,12
59,187,2003-04,Light Goods Vehicle,DAF,50,2003,4
60,187,2004-05,Light Goods Vehicle,DAF,70,2004,5
61,187,2005-06,Light Goods Vehicle,DAF,65,2005,6
62,187,2006-07,Light Goods Vehicle,DAF,70,2006,7
63,187,2008-09,Light Goods Vehicle,DAF,70,2008,9
64,187,2009-10,Light Goods Vehicle,DAF,70,2009,10
65,232,2001-02,Light Goods Vehicle,MAN,10,2001,2
66,232,2003-04,Light Goods Vehicle,MAN,70,2003,4
67,232,2009-10,Light Goods Vehicle,MAN,20,2009,10
68,274,2002-03,Light Goods Vehicle,DAF,40,2002,3
69,274,2004-05,Light Goods Vehicle,DAF,75,2004,5
70,274,2007-08,Light Goods Vehicle,DAF,55,2007,8
71,274,2010-11,Light Goods Vehicle,DAF,70,2010,11
72,280,2005-06,Light Goods Vehicle,DAF,40,2005,6
73,290,2003-04,Personnel Vehicle,Iveco,80,2003,4
74,291,2004-05,Personnel Vehicle,Renault,75,2004,5
75,291,2010-11,Personnel Vehicle,Renault,80,2010,11
76,293,2008-09,Heavy Goods Vehicle,Iveco,10,2008,9
77,298,2001-02,Personnel Vehicle,Renault,70,2001,2
78,299,2007-08,Light Goods Vehicle,Ford,70,2007,8
79,300,2006-07,Heavy Goods Vehicle,Ford,50,2006,7
80,303,2007-08,Light Goods Vehicle,Ford,20,2007,8
81,304,2004-05,Heavy Goods Vehicle,Ford,60,2004,5
82,305,2001-02,Light Goods Vehicle,Iveco,48,2001,2
83,306,2004-05,Heavy Goods Vehicle,MAN,15,2004,5
84,306,2010-11,Heavy Goods Vehicle,MAN,15,2010,11
85,310,2003-04,Heavy Goods Vehicle,Renault,10,2003,4
86,311,2005-06,Heavy Goods Vehicle,MAN,30,2005,6
87,312,2001-02,Light Goods Vehicle,MAN,60,2001,2
88,312,2008-09,Light Goods Vehicle,MAN,65,2008,9
89,317,2006-07,Light Goods Vehicle,Renault,20,2006,7
90,319,2005-06,Light Goods Vehicle,Renault,65,2005,6
91,319,2011-12,Light Goods Vehicle,Renault,30,2011,12
92,323,2006-07,Light Goods Vehicle,Ford,60,2006,7
93,325,2006-07,Light Goods Vehicle,MAN,30,2006,7
94,329,2004-05,Light Goods Vehicle,Iveco,48,2004,5
95,331,2009-10,Light Goods Vehicle,Renault,0,2009,10
96,333,2003-04,Personnel Vehicle,Volkswagen,60,2003,4
97,334,2002-03,Light Goods Vehicle,MAN,50,2002,3
98,334,2009-10,Light Goods Vehicle,MAN,65,2009,10
99,336,2005-06,Heavy Goods Vehicle,Iveco,10,2005,6
100,336,2011-12,Heavy Goods Vehicle,Iveco,60,2011,12
101,337,2001-02,Light Goods Vehicle,Iveco,65,2001,2
102,337,2007-08,Light Goods Vehicle,Iveco,45,2007,8
103,342,2008-09,Heavy Goods Vehicle,Ford,65,2008,9
104,343,2003-04,Heavy Goods Vehicle,DAF,50,2003,4
105,343,2009-10,Heavy Goods Vehicle,DAF,10,2009,10
106,346,2003-04,Heavy Goods Vehicle,Iveco,30,2003,4
107,349,2004-05,Heavy Goods Vehicle,Iveco,65,2004,5
108,349,2010-11,Heavy Goods Vehicle,Iveco,65,2010,11
109,350,2004-05,Personnel Vehicle,Iveco,70,2004,5
110,350,2011-12,Personnel Vehicle,Iveco,70,2011,12
111,354,2002-03,Light Goods Vehicle,Iveco,20,2002,3
112,355,2002-03,Light Goods Vehicle,MAN,55,2002,3
113,356,2004-05,Light Goods Vehicle,MAN,48,2004,5
114,357,2005-06,Personnel Vehicle,Volkswagen,50,2005,6
115,358,2001-02,Light Goods Vehicle,Iveco,20,2001,2
116,358,2004-05,Light Goods Vehicle,Iveco,20,2004,5
117,360,2001-02,Light Goods Vehicle,Iveco,55,2001,2
118,360,2007-08,Light Goods Vehicle,Iveco,55,2007,8
119,361,2004-05,Light Goods Vehicle,Renault,70,2004,5
120,361,2010-11,Light Goods Vehicle,Renault,70,2010,11
121,363,2006-07,Personnel Vehicle,Renault,70,2006,7
122,366,2004-05,Heavy Goods Vehicle,DAF,10,2004,5
123,366,2009-10,Heavy Goods Vehicle,DAF,30,2009,10
124,374,2002-03,Heavy Goods Vehicle,Volkswagen,70,2002,3
125,374,2010-11,Heavy Goods Vehicle,Volkswagen,50,2010,11
126,375,2001-02,Light Goods Vehicle,MAN,45,2001,2
127,378,2006-07,Light Goods Vehicle,MAN,65,2006,7
128,380,2004-05,Heavy Goods Vehicle,Iveco,50,2004,5
129,380,2011-12,Heavy Goods Vehicle,Iveco,50,2011,12
130,381,2003-04,Light Goods Vehicle,MAN,70,2003,4
131,381,2009-10,Light Goods Vehicle,MAN,70,2009,10
132,382,2006-07,Light Goods Vehicle,Iveco,50,2006,7
133,383,2001-02,Heavy Goods Vehicle,Renault,15,2001,2
134,383,2010-11,Heavy Goods Vehicle,Renault,10,2010,11
135,384,2006-07,Heavy Goods Vehicle,Iveco,50,2006,7
136,384,2011-12,Heavy Goods Vehicle,Iveco,75,2011,12
137,385,2005-06,Light Goods Vehicle,Volkswagen,35,2005,6
138,389,2004-05,Heavy Goods Vehicle,DAF,50,2004,5
139,390,2003-04,Heavy Goods Vehicle,DAF,60,2003,4
140,390,2011-12,Heavy Goods Vehicle,DAF,30,2011,12
141,392,2007-08,Light Goods Vehicle,MAN,55,2007,8
142,393,2008-09,Heavy Goods Vehicle,MAN,35,2008,9
143,394,2002-03,Light Goods Vehicle,Iveco,35,2002,3
144,394,2006-07,Light Goods Vehicle,Iveco,35,2006,7
145,395,2007-08,Light Goods Vehicle,MAN,70,2007,8
146,396,2002-03,Personnel Vehicle,Renault,85,2002,3
147,396,2009-10,Personnel Vehicle,Renault,85,2009,10
148,399,2003-04,Heavy Goods Vehicle,Volkswagen,70,2003,4
149,399,2010-11,Heavy Goods Vehicle,Volkswagen,50,2010,11
150,400,2000-01,Light Goods Vehicle,Volkswagen,65,2000,1
151,400,2007-08,Light Goods Vehicle,Volkswagen,50,2007,8
152,402,2001-02,Light Goods Vehicle,Iveco,50,2001,2
153,404,2005-06,Light Goods Vehicle,DAF,60,2005,6
154,404,2011-12,Light Goods Vehicle,DAF,60,2011,12
155,411,2001-02,Light Goods Vehicle,Renault,20,2001,2
156,411,2006-07,Light Goods Vehicle,Renault,40,2006,7
157,414,2003-04,Heavy Goods Vehicle,Iveco,15,2003,4
158,414,2007-08,Heavy Goods Vehicle,Iveco,30,2007,8
159,415,2002-03,Heavy Goods Vehicle,MAN,75,2002,3
160,415,2010-11,Heavy Goods Vehicle,MAN,30,2010,11
161,417,2010-11,Heavy Goods Vehicle,Iveco,30,2010,11
162,419,2004-05,Light Goods Vehicle,Renault,85,2004,5
163,420,2005-06,Light Goods Vehicle,Renault,0,2005,6
164,420,2011-12,Light Goods Vehicle,Renault,0,2011,12
165,421,2005-06,Light Goods Vehicle,Renault,5,2005,6
166,422,2001-02,Light Goods Vehicle,Renault,60,2001,2
167,423,2004-05,Personnel Vehicle,Renault,40,2004,5
168,424,2005-06,Heavy Goods Vehicle,DAF,65,2005,6
169,426,2009-10,Personnel Vehicle,DAF,100,2009,10
170,427,2006-07,Light Goods Vehicle,Ford,55,2006,7
171,432,2004-05,Heavy Goods Vehicle,Renault,15,2004,5
172,432,2010-11,Heavy Goods Vehicle,Renault,15,2010,11
173,433,2006-07,Light Goods Vehicle,Iveco,20,2006,7
174,434,2002-03,Heavy Goods Vehicle,MAN,65,2002,3
175,434,2010-11,Heavy Goods Vehicle,MAN,30,2010,11
176,435,2004-05,Personnel Vehicle,Iveco,60,2004,5
177,435,2010-11,Personnel Vehicle,Iveco,60,2010,11
178,436,2002-03,Personnel Vehicle,MAN,60,2002,3
179,438,2005-06,Personnel Vehicle,Iveco,75,2005,6
180,439,2001-02,Heavy Goods Vehicle,Iveco,50,2001,2
181,439,2007-08,Heavy Goods Vehicle,Iveco,40,2007,8
182,446,2011-12,Personnel Vehicle,Renault,75,2011,12
183,449,2005-06,Personnel Vehicle,DAF,50,2005,6
184,449,2011-12,Personnel Vehicle,DAF,55,2011,12
185,451,2010-11,Heavy Goods Vehicle,DAF,50,2010,11
186,461,2004-05,Heavy Goods Vehicle,Iveco,60,2004,5
187,461,2011-12,Heavy Goods Vehicle,Iveco,30,2011,12
188,463,2011-12,Heavy Goods Vehicle,Renault,10,2011,12
189,464,2007-08,Light Goods Vehicle,Volkswagen,20,2007,8
190,465,2002-03,Heavy Goods Vehicle,Iveco,50,2002,3
191,466,2006-07,Light Goods Vehicle,Iveco,48,2006,7
192,467,2001-02,Personnel Vehicle,Renault,60,2001,2
193,467,2010-11,Personnel Vehicle,Renault,70,2010,11
194,469,2005-06,Personnel Vehicle,Renault,60,2005,6
195,470,2005-06,Light Goods Vehicle,Renault,80,2005,6
196,470,2011-12,Light Goods Vehicle,Renault,85,2011,12
197,475,2000-01,Personnel Vehicle,Ford,100,2000,1
198,478,2003-04,Heavy Goods Vehicle,DAF,40,2003,4
199,478,2009-10,Heavy Goods Vehicle,DAF,60,2009,10
200,480,2008-09,Light Goods Vehicle,Ford,20,2008,9
201,482,2007-08,Heavy Goods Vehicle,MAN,75,2007,8
202,482,2011-12,Heavy Goods Vehicle,MAN,60,2011,12
203,484,2001-02,Personnel Vehicle,MAN,100,2001,2
204,484,2008-09,Personnel Vehicle,MAN,100,2008,9
205,485,2007-08,Light Goods Vehicle,MAN,35,2007,8
206,486,2004-05,Light Goods Vehicle,MAN,48,2004,5
207,487,2005-06,Light Goods Vehicle,Iveco,35,2005,6
208,488,2003-04,Personnel Vehicle,Volkswagen,85,2003,4
209,488,2010-11,Personnel Vehicle,Volkswagen,85,2010,11
210,489,2007-08,Light Goods Vehicle,Volkswagen,70,2007,8
211,491,2001-02,Light Goods Vehicle,Iveco,70,2001,2
212,491,2007-08,Light Goods Vehicle,Iveco,45,2007,8
213,492,2001-02,Personnel Vehicle,Renault,85,2001,2
214,493,2005-06,Light Goods Vehicle,Renault,85,2005,6
215,496,2011-12,Light Goods Vehicle,DAF,60,2011,12
216,500,2003-04,Heavy Goods Vehicle,DAF,5,2003,4
217,502,2001-02,Heavy Goods Vehicle,Renault,15,2001,2
218,502,2006-07,Heavy Goods Vehicle,Renault,15,2006,7
219,505,2001-02,Light Goods Vehicle,Iveco,40,2001,2
220,505,2006-07,Light Goods Vehicle,Iveco,20,2006,7
221,506,2004-05,Heavy Goods Vehicle,Iveco,40,2004,5
222,506,2009-10,Heavy Goods Vehicle,Iveco,50,2009,10
223,507,2003-04,Light Goods Vehicle,Renault,40,2003,4
224,509,2009-10,Light Goods Vehicle,Iveco,80,2009,10
225,510,2002-03,Light Goods Vehicle,Iveco,20,2002,3
226,510,2006-07,Light Goods Vehicle,Iveco,35,2006,7
227,511,2001-02,Personnel Vehicle,MAN,100,2001,2
228,511,2008-09,Personnel Vehicle,MAN,100,2008,9
229,512,2003-04,Light Goods Vehicle,Iveco,40,2003,4
230,512,2010-11,Light Goods Vehicle,Iveco,0,2010,11
231,515,2007-08,Light Goods Vehicle,Volkswagen,20,2007,8
232,519,2005-06,Light Goods Vehicle,Renault,50,2005,6
233,519,2011-12,Light Goods Vehicle,Renault,50,2011,12
234,520,2002-03,Light Goods Vehicle,Renault,75,2002,3
235,520,2008-09,Light Goods Vehicle,Renault,75,2008,9
236,521,2006-07,Personnel Vehicle,Renault,70,2006,7
237,528,2004-05,Light Goods Vehicle,DAF,60,2004,5
238,535,2002-03,Light Goods Vehicle,DAF,65,2002,3
239,535,2006-07,Light Goods Vehicle,DAF,70,2006,7
240,535,2008-09,Light Goods Vehicle,DAF,10,2008,9
241,541,2006-07,Light Goods Vehicle,DAF,40,2006,7
242,552,2001-02,Heavy Goods Vehicle,Iveco,35,2001,2
243,555,2004-05,Light Goods Vehicle,Renault,55,2004,5
244,555,2010-11,Light Goods Vehicle,Renault,55,2010,11
245,556,2002-03,Heavy Goods Vehicle,Renault,0,2002,3
246,561,2004-05,Heavy Goods Vehicle,Ford,40,2004,5
247,562,2003-04,Light Goods Vehicle,Renault,0,2003,4
248,562,2006-07,Light Goods Vehicle,Renault,20,2006,7
249,567,2006-07,Light Goods Vehicle,MAN,55,2006,7
250,569,2001-02,Light Goods Vehicle,Volkswagen,30,2001,2
251,569,2008-09,Light Goods Vehicle,Volkswagen,20,2008,9
252,571,2002-03,Heavy Goods Vehicle,Renault,30,2002,3
253,573,2005-06,Light Goods Vehicle,Renault,55,2005,6
254,573,2011-12,Light Goods Vehicle,Renault,55,2011,12
255,575,2009-10,Personnel Vehicle,Renault,10,2009,10
256,581,2011-12,Personnel Vehicle,DAF,85,2011,12
257,582,2007-08,Light Goods Vehicle,Ford,20,2007,8
258,583,2006-07,Light Goods Vehicle,DAF,55,2006,7
259,584,2006-07,Heavy Goods Vehicle,DAF,80,2006,7
260,584,2010-11,Heavy Goods Vehicle,DAF,50,2010,11
261,585,2006-07,Light Goods Vehicle,Iveco,35,2006,7
262,586,2005-06,Light Goods Vehicle,Iveco,55,2005,6
263,588,2006-07,Heavy Goods Vehicle,MAN,50,2006,7
264,589,2001-02,Light Goods Vehicle,MAN,65,2001,2
265,589,2009-10,Light Goods Vehicle,MAN,65,2009,10
266,591,2003-04,Heavy Goods Vehicle,MAN,100,2003,4
267,592,2005-06,Light Goods Vehicle,MAN,55,2005,6
268,594,2002-03,Light Goods Vehicle,Iveco,65,2002,3
269,594,2008-09,Light Goods Vehicle,Iveco,50,2008,9
270,597,2005-06,Light Goods Vehicle,Renault,80,2005,6
271,598,2006-07,Light Goods Vehicle,Iveco,48,2006,7
272,599,2005-06,Light Goods Vehicle,Renault,50,2005,6
273,599,2011-12,Light Goods Vehicle,Renault,65,2011,12
274,600,2006-07,Heavy Goods Vehicle,Renault,0,2006,7
275,601,2004-05,Light Goods Vehicle,Renault,80,2004,5
276,607,2001-02,Light Goods Vehicle,DAF,70,2001,2
277,607,2007-08,Light Goods Vehicle,DAF,70,2007,8
278,610,2006-07,Heavy Goods Vehicle,DAF,80,2006,7
279,610,2010-11,Heavy Goods Vehicle,DAF,50,2010,11
280,611,2003-04,Light Goods Vehicle,Iveco,40,2003,4
281,612,2001-02,Light Goods Vehicle,Iveco,20,2001,2
282,612,2011-12,Light Goods Vehicle,Iveco,20,2011,12
283,613,2005-06,Light Goods Vehicle,Iveco,50,2005,6
284,614,2007-08,Light Goods Vehicle,Iveco,50,2007,8
285,619,2002-03,Light Goods Vehicle,MAN,50,2002,3
286,621,2002-03,Heavy Goods Vehicle,Iveco,5,2002,3
287,621,2010-11,Heavy Goods Vehicle,Iveco,10,2010,11
288,622,2003-04,Light Goods Vehicle,Renault,35,2003,4
289,626,2004-05,Light Goods Vehicle,DAF,20,2004,5
290,626,2011-12,Light Goods Vehicle,DAF,40,2011,12
291,633,2002-03,Heavy Goods Vehicle,Ford,50,2002,3
292,635,2003-04,Light Goods Vehicle,Renault,20,2003,4
293,635,2006-07,Light Goods Vehicle,Renault,20,2006,7
294,636,2008-09,Light Goods Vehicle,Ford,70,2008,9
295,637,2001-02,Heavy Goods Vehicle,Volkswagen,15,2001,2
296,638,2006-07,Heavy Goods Vehicle,DAF,80,2006,7
297,638,2010-11,Heavy Goods Vehicle,DAF,50,2010,11
298,640,2002-03,Light Goods Vehicle,MAN,70,2002,3
299,642,2004-05,Heavy Goods Vehicle,MAN,40,2004,5
300,642,2010-11,Heavy Goods Vehicle,MAN,65,2010,11
301,644,2003-04,Light Goods Vehicle,Renault,70,2003,4
302,647,2001-02,Light Goods Vehicle,Iveco,48,2001,2
303,647,2006-07,Light Goods Vehicle,Iveco,35,2006,7
304,648,2003-04,Light Goods Vehicle,MAN,50,2003,4
305,648,2011-12,Light Goods Vehicle,MAN,50,2011,12
306,653,2003-04,Light Goods Vehicle,Renault,35,2003,4
307,655,2001-02,Light Goods Vehicle,Iveco,60,2001,2
308,655,2007-08,Light Goods Vehicle,Iveco,55,2007,8
309,658,2006-07,Light Goods Vehicle,Renault,40,2006,7
310,661,2005-06,Light Goods Vehicle,Renault,70,2005,6
311,661,2011-12,Light Goods Vehicle,Renault,70,2011,12
312,662,2003-04,Light Goods Vehicle,Renault,75,2003,4
313,663,2010-11,Heavy Goods Vehicle,Renault,50,2010,11
314,664,2006-07,Personnel Vehicle,DAF,70,2006,7
315,665,2006-07,Heavy Goods Vehicle,Ford,50,2006,7
316,666,2004-05,Heavy Goods Vehicle,DAF,75,2004,5
317,669,2007-08,Light Goods Vehicle,Ford,60,2007,8
318,670,2007-08,Light Goods Vehicle,DAF,68,2007,8
319,671,2004-05,Personnel Vehicle,DAF,75,2004,5
320,671,2011-12,Personnel Vehicle,DAF,75,2011,12
321,672,2006-07,Heavy Goods Vehicle,DAF,50,2006,7
322,674,2003-04,Light Goods Vehicle,Iveco,40,2003,4
323,674,2008-09,Light Goods Vehicle,Iveco,0,2008,9
324,675,2006-07,Light Goods Vehicle,Iveco,20,2006,7
325,677,2001-02,Heavy Goods Vehicle,Iveco,30,2001,2
326,678,2004-05,Light Goods Vehicle,Iveco,50,2004,5
327,679,2005-06,Light Goods Vehicle,MAN,20,2005,6
328,680,2005-06,Light Goods Vehicle,Iveco,45,2005,6
329,681,2004-05,Heavy Goods Vehicle,MAN,30,2004,5
330,681,2010-11,Heavy Goods Vehicle,MAN,30,2010,11
331,682,2008-09,Light Goods Vehicle,Iveco,55,2008,9
332,682,2011-12,Light Goods Vehicle,Iveco,20,2011,12
333,683,2006-07,Personnel Vehicle,MAN,100,2006,7
334,683,2011-12,Personnel Vehicle,MAN,100,2011,12
335,684,2001-02,Light Goods Vehicle,Iveco,65,2001,2
336,684,2006-07,Light Goods Vehicle,Iveco,50,2006,7
337,691,2006-07,Heavy Goods Vehicle,DAF,35,2006,7
338,694,2005-06,Personnel Vehicle,DAF,40,2005,6
339,695,2011-12,Heavy Goods Vehicle,Ford,60,2011,12
340,696,2006-07,Personnel Vehicle,DAF,50,2006,7
341,698,2007-08,Light Goods Vehicle,MAN,50,2007,8
342,699,2002-03,Heavy Goods Vehicle,Renault,10,2002,3
343,699,2011-12,Heavy Goods Vehicle,Renault,30,2011,12
344,700,2006-07,Heavy Goods Vehicle,Iveco,15,2006,7
345,703,2004-05,Heavy Goods Vehicle,Iveco,75,2004,5
346,703,2011-12,Heavy Goods Vehicle,Iveco,65,2011,12
347,705,2001-02,Light Goods Vehicle,Volkswagen,45,2001,2
348,705,2008-09,Light Goods Vehicle,Volkswagen,20,2008,9
349,707,2006-07,Light Goods Vehicle,Iveco,65,2006,7
350,708,2004-05,Light Goods Vehicle,Renault,55,2004,5
351,710,2003-04,Personnel Vehicle,Renault,75,2003,4
352,715,2004-05,Heavy Goods Vehicle,DAF,5,2004,5
353,715,2011-12,Heavy Goods Vehicle,DAF,10,2011,12
354,717,2005-06,Light Goods Vehicle,DAF,55,2005,6
355,719,2004-05,Personnel Vehicle,Ford,70,2004,5
356,719,2010-11,Personnel Vehicle,Ford,60,2010,11
357,720,2006-07,Personnel Vehicle,DAF,80,2006,7
358,721,2003-04,Light Goods Vehicle,Iveco,20,2003,4
359,721,2006-07,Light Goods Vehicle,Iveco,50,2006,7
360,724,2003-04,Light Goods Vehicle,Iveco,65,2003,4
361,724,2008-09,Light Goods Vehicle,Iveco,68,2008,9
362,725,2003-04,Light Goods Vehicle,MAN,70,2003,4
363,726,2005-06,Light Goods Vehicle,Iveco,35,2005,6
364,726,2011-12,Light Goods Vehicle,Iveco,0,2011,12
365,727,2003-04,Light Goods Vehicle,Volkswagen,50,2003,4
366,728,2005-06,Light Goods Vehicle,MAN,48,2005,6
367,730,2007-08,Heavy Goods Vehicle,Volkswagen,70,2007,8
368,733,2001-02,Light Goods Vehicle,Iveco,70,2001,2
369,733,2008-09,Light Goods Vehicle,Iveco,65,2008,9
370,734,2002-03,Light Goods Vehicle,Iveco,80,2002,3
371,735,2004-05,Light Goods Vehicle,Renault,50,2004,5
372,735,2010-11,Light Goods Vehicle,Renault,50,2010,11
373,737,2004-05,Heavy Goods Vehicle,DAF,90,2004,5
374,743,2001-02,Personnel Vehicle,DAF,100,2001,2
375,743,2007-08,Personnel Vehicle,DAF,90,2007,8
376,745,2005-06,Light Goods Vehicle,MAN,70,2005,6
377,746,2001-02,Light Goods Vehicle,Iveco,55,2001,2
378,746,2006-07,Light Goods Vehicle,Iveco,20,2006,7
379,747,2001-02,Light Goods Vehicle,MAN,70,2001,2
380,747,2008-09,Light Goods Vehicle,MAN,70,2008,9
381,748,2007-08,Light Goods Vehicle,Volkswagen,20,2007,8
382,749,2006-07,Light Goods Vehicle,MAN,20,2006,7
383,750,2004-05,Light Goods Vehicle,Iveco,35,2004,5
384,750,2011-12,Light Goods Vehicle,Iveco,35,2011,12
385,752,2007-08,Light Goods Vehicle,Iveco,70,2007,8
386,753,2006-07,Light Goods Vehicle,Iveco,75,2006,7
387,754,2004-05,Light Goods Vehicle,Renault,88,2004,5
388,754,2010-11,Light Goods Vehicle,Renault,50,2010,11
389,757,2004-05,Heavy Goods Vehicle,DAF,75,2004,5
390,757,2011-12,Heavy Goods Vehicle,DAF,65,2011,12
391,760,2004-05,Personnel Vehicle,DAF,55,2004,5
392,760,2011-12,Personnel Vehicle,DAF,55,2011,12
393,765,2005-06,Light Goods Vehicle,Ford,48,2005,6
394,765,2006-07,Light Goods Vehicle,Ford,48,2006,7
395,767,2004-05,Heavy Goods Vehicle,DAF,75,2004,5
396,770,2006-07,Light Goods Vehicle,MAN,55,2006,7
397,773,2003-04,Light Goods Vehicle,Renault,20,2003,4
398,773,2009-10,Light Goods Vehicle,Renault,20,2009,10
399,774,2000-01,Light Goods Vehicle,MAN,35,2000,1
400,775,2002-03,Light Goods Vehicle,MAN,70,2002,3
401,778,2002-03,Heavy Goods Vehicle,Iveco,10,2002,3
402,778,2007-08,Heavy Goods Vehicle,Iveco,30,2007,8
403,779,2011-12,Personnel Vehicle,Renault,55,2011,12
404,780,2004-05,Light Goods Vehicle,Renault,75,2004,5
405,780,2010-11,Light Goods Vehicle,Renault,80,2010,11
406,781,2005-06,Light Goods Vehicle,Renault,0,2005,6
407,781,2011-12,Light Goods Vehicle,Renault,0,2011,12
408,782,2003-04,Light Goods Vehicle,Renault,75,2003,4
409,787,2011-12,Personnel Vehicle,DAF,60,2011,12
410,788,2006-07,Light Goods Vehicle,Ford,70,2006,7
411,790,2005-06,Light Goods Vehicle,Ford,70,2005,6
412,790,2006-07,Light Goods Vehicle,Ford,85,2006,7
413,790,2009-10,Light Goods Vehicle,Ford,80,2009,10
414,792,2006-07,Light Goods Vehicle,MAN,45,2006,7
415,794,2004-05,Light Goods Vehicle,Renault,0,2004,5
416,797,2001-02,Light Goods Vehicle,MAN,70,2001,2
417,797,2009-10,Light Goods Vehicle,MAN,70,2009,10
418,799,2007-08,Personnel Vehicle,Volkswagen,55,2007,8
419,802,2005-06,Heavy Goods Vehicle,DAF,40,2005,6
420,806,2006-07,Light Goods Vehicle,Volkswagen,85,2006,7
421,807,2009-10,Light Goods Vehicle,MAN,0,2009,10
422,812,2002-03,Light Goods Vehicle,Iveco,80,2002,3
423,812,2008-09,Light Goods Vehicle,Iveco,60,2008,9
424,813,2002-03,Light Goods Vehicle,Iveco,0,2002,3
425,813,2006-07,Light Goods Vehicle,Iveco,0,2006,7
426,817,2002-03,Personnel Vehicle,Iveco,80,2002,3
427,817,2010-11,Personnel Vehicle,Iveco,75,2010,11
428,819,2005-06,Light Goods Vehicle,Renault,48,2005,6
429,819,2011-12,Light Goods Vehicle,Renault,80,2011,12
430,821,2005-06,Heavy Goods Vehicle,Renault,30,2005,6
431,824,2005-06,Light Goods Vehicle,Ford,50,2005,6
432,828,2005-06,Heavy Goods Vehicle,DAF,40,2005,6
433,830,2009-10,Light Goods Vehicle,Iveco,85,2009,10
434,833,2009-10,Heavy Goods Vehicle,Volkswagen,35,2009,10
435,834,2006-07,Heavy Goods Vehicle,Iveco,60,2006,7
436,836,2004-05,Light Goods Vehicle,Renault,80,2004,5
